date,SPY,QQQ,IWM,TLT,SPMO,QUAL,USMV,VLUE
2020-07-06,317.05,258.39,143.43,162.92,44.6034,98.42,61.41,73.03
2020-07-07,313.78,256.61,140.89,165.21,44.4016,97.22,60.98,71.63
2020-07-08,316.18,259.99,141.94,164.55,44.887,97.76,61.1,71.85
2020-07-09,314.38,262.18,139.07,167.17,44.838,97.09,60.74,70.37
2020-07-10,317.59,263.97,141.31,166.33,45.0749,98.08,61.21,71.99
2020-07-13,314.84,258.54,139.52,166.88,44.4087,97.25,60.78,71.81
2020-07-14,318.92,260.37,141.83,167.12,45.1219,98.63,61.74,72.82
2020-07-15,321.85,260.9,147.03,166.34,45.2599,99.92,62.19,74.28
2020-07-16,320.79,259.12,146.16,167.13,45.0691,99.44,62.24,74.47
2020-07-17,321.72,259.42,146.59,166.78,45.4548,99.88,62.87,74.54
2020-07-20,324.32,266.78,145.96,167.19,46.0783,100.34,62.91,74.14
2020-07-21,325.01,264.0,148.03,167.29,45.8494,100.75,63.01,74.8
2020-07-22,326.86,264.93,148.11,167.79,46.4087,101.56,63.62,75.42
2020-07-23,322.96,258.01,148.26,169.75,45.6771,100.44,63.3,75.38
2020-07-24,320.88,255.56,146.08,169.74,45.63,99.41,62.92,73.37
2020-07-27,323.22,260.12,147.6,169.11,46.022,100.12,63.14,73.54
2020-07-28,321.17,256.81,146.13,170.28,45.7863,99.36,62.98,73.25
2020-07-29,325.12,259.77,149.35,169.99,46.377,100.41,63.57,73.94
2020-07-30,323.96,261.13,148.76,171.11,46.5007,99.95,63.31,73.32
2020-07-31,326.52,265.79,147.36,171.0,47.017,100.67,63.4,73.04
2020-08-03,328.79,269.38,149.76,169.95,47.6217,101.02,63.46,73.45
2020-08-04,330.06,270.38,150.79,171.57,47.8714,101.39,63.74,73.99
2020-08-05,332.11,271.05,153.79,170.07,47.9941,102.38,63.69,74.23
2020-08-06,334.33,274.64,153.73,171.02,48.4034,102.99,63.85,73.86
2020-08-07,334.57,271.47,156.17,169.88,48.1809,103.27,64.33,74.71
2020-08-10,335.57,270.31,157.79,169.12,48.019,103.52,64.26,76.09
2020-08-11,332.8,265.19,156.88,167.105,47.3258,103.0,63.67,76.0
2020-08-12,337.44,271.86,157.52,165.59,48.3388,104.29,64.32,76.38
2020-08-13,336.83,272.48,157.19,163.82,48.4683,104.04,64.2,75.6
2020-08-14,336.84,272.16,157.09,163.18,48.3755,103.99,64.21,76.025
2020-08-17,337.91,275.32,157.9,163.59,48.88,104.31,64.51,75.89
2020-08-18,338.64,277.97,156.39,164.76,48.92,104.36,64.51,75.41
2020-08-19,337.23,276.1,156.4,163.73,48.765,104.04,64.04,75.36
2020-08-20,338.28,279.93,155.76,165.21,49.2,104.28,64.04,74.75
2020-08-21,339.48,281.87,154.61,166.2,49.6055,104.59,63.96,74.71
2020-08-24,342.92,283.63,156.23,165.93,49.788,105.74,64.37,76.04
2020-08-25,344.12,285.86,156.4,164.66,49.9691,106.1,64.49,75.91
2020-08-26,347.57,291.96,155.42,164.03,50.4877,107.07,64.66,75.59
2020-08-27,348.33,291.05,155.8,161.24,50.4631,107.16,64.96,75.77
2020-08-28,350.58,292.53,157.12,161.12,50.899,108.22,65.26,76.56
2020-08-31,349.31,294.88,155.43,162.19,51.01,107.58,65.13,75.85
2020-09-01,352.6,299.92,157.21,163.86,51.4295,108.34,65.11,75.73
2020-09-02,357.7,302.76,158.46,165.42,52.302,110.16,66.36,77.32
2020-09-03,345.39,287.41,153.78,165.89,49.9834,106.49,64.77,75.51
2020-09-04,342.57,283.58,152.8,162.74,49.22,105.53,64.37,75.73
2020-09-08,333.21,269.95,149.86,163.74,47.8266,103.01,63.34,74.37
2020-09-09,339.79,277.88,152.13,163.3,49.2488,104.66,64.32,75.08
2020-09-10,333.89,272.34,150.15,164.13,48.32,102.94,63.42,73.83
2020-09-11,334.06,270.45,149.15,164.48,48.1158,103.02,63.61,74.39
2020-09-14,338.46,275.16,153.08,164.47,49.0271,104.37,64.5,75.53
2020-09-15,340.17,279.06,153.37,164.07,49.4617,104.94,64.8,75.33
2020-09-16,338.82,274.61,154.82,163.58,48.9345,104.78,64.79,76.08
2020-09-17,335.84,270.32,153.69,164.08,48.52,103.85,64.45,75.91
2020-09-18,330.65,266.87,153.29,163.57,47.9099,102.88,63.86,75.21
2020-09-21,326.97,267.51,147.92,164.4,47.6538,101.23,63.11,73.39
2020-09-22,330.3,272.48,149.06,164.27,48.8138,102.31,63.54,73.45
2020-09-23,322.64,264.16,144.07,164.49,47.4636,100.14,62.0,71.59
2020-09-24,323.5,265.39,144.07,165.12,47.709,100.28,62.08,71.78
2020-09-25,328.73,271.56,146.41,165.12,48.7447,101.69,62.94,72.38
2020-09-28,334.19,277.2,150.02,164.65,49.4322,103.36,63.64,73.89
2020-09-29,332.37,275.95,149.34,164.84,49.5231,103.06,63.36,73.37
2020-09-30,334.89,277.84,149.79,163.26,49.98,103.74,63.73,73.78
2020-10-01,337.04,282.25,152.18,163.36,50.5,104.31,64.0,74.04
2020-10-02,333.84,274.31,152.85,162.75,49.31,103.48,63.75,74.19
2020-10-05,339.76,280.16,157.07,159.57,50.445,105.19,64.59,75.51
2020-10-06,334.93,275.16,156.62,160.43,49.6109,103.96,63.92,74.91
2020-10-07,340.76,279.92,160.04,159.26,50.5256,105.59,64.69,76.38
2020-10-08,343.78,281.41,161.86,160.12,50.6004,106.56,65.3,77.67
2020-10-09,346.85,285.71,162.7,160.09,51.1663,107.59,65.72,77.28
2020-10-12,352.43,294.53,163.79,160.6,52.4122,108.96,66.33,77.92
2020-10-13,350.13,294.52,162.7,161.75,52.4517,108.22,65.88,77.17
2020-10-14,347.93,292.06,161.09,162.12,51.9447,107.58,65.58,76.96
2020-10-15,347.5,290.1,162.75,161.84,51.49,107.44,65.29,77.38
2020-10-16,347.29,288.51,162.35,161.39,51.41,107.42,65.43,77.48
2020-10-19,342.01,283.8,160.41,160.78,50.5144,105.71,64.44,76.75
2020-10-20,343.38,284.41,160.76,159.25,50.8106,106.23,64.52,77.0
2020-10-21,342.73,284.19,159.38,158.7,50.6798,106.4,64.61,76.6818
2020-10-22,344.61,284.18,162.13,157.05,50.3342,106.99,64.83,77.77
2020-10-23,345.78,284.74,163.07,158.01,50.6315,107.54,65.03,77.25
2020-10-26,339.39,280.47,159.55,159.48,49.9358,105.24,64.07,75.39
2020-10-27,338.22,282.66,158.18,160.55,50.2,104.77,63.59,74.08
2020-10-28,326.66,271.64,153.31,160.7,48.558,100.86,61.71,71.94
2020-10-29,329.98,276.39,155.14,159.14,49.3555,101.98,61.87,72.77
2020-10-30,326.54,269.38,153.09,157.57,47.8393,101.05,61.66,72.99
2020-11-02,330.2,269.98,155.82,158.58,48.2553,102.32,62.55,74.45
2020-11-03,336.03,274.65,160.24,157.66,49.1701,104.24,63.6,75.9
2020-11-04,343.54,286.91,160.42,161.08,51.12,106.77,64.3,75.99
2020-11-05,350.24,294.39,164.91,161.36,52.3992,108.61,64.85,77.85
2020-11-06,350.16,294.61,163.62,159.41,52.5815,108.42,65.07,77.31
2020-11-09,354.56,288.59,169.55,156.06,51.1,110.97,66.13,80.12
2020-11-10,354.04,283.42,172.7,155.16,49.7712,110.78,66.6,81.21
2020-11-11,356.67,289.76,172.63,155.72,50.9572,111.12,66.92,81.13
2020-11-12,353.21,288.4,169.98,158.37,50.657,109.8,66.23,79.7
2020-11-13,358.1,290.93,173.5,158.16,51.0259,111.54,67.09,81.69
2020-11-16,362.57,293.2,177.63,157.78,51.0983,112.93,67.62,83.55
2020-11-17,360.62,292.27,178.46,158.81,50.9377,112.47,67.2,83.14
2020-11-18,356.28,290.11,175.96,159.27,50.3625,111.14,66.35,82.63
2020-11-19,357.78,292.38,177.31,160.09,50.5856,111.29,66.47,82.89
2020-11-20,355.33,290.38,177.5,161.51,50.43,110.46,66.15,82.49
2020-11-23,357.46,290.39,180.82,160.77,50.25,111.23,66.24,84.47
2020-11-24,363.22,294.47,184.22,159.17,50.4096,113.02,66.84,86.51
2020-11-25,362.66,296.28,183.59,158.68,50.7848,112.62,66.72,85.77
2020-11-27,363.67,299.01,184.37,160.22,51.1203,112.88,66.82,85.82
2020-11-30,362.06,299.62,181.02,160.02,51.52,112.46,66.65,84.98
2020-12-01,366.02,303.46,182.7,157.5,51.9964,114.01,67.14,85.94
2020-12-02,366.79,303.85,182.89,156.25,51.81,113.78,66.92,86.61
2020-12-03,366.69,304.28,183.92,157.51,51.4793,113.9,66.8,87.18
2020-12-04,369.85,305.52,188.2,155.2,51.751,114.84,67.14,88.81
2020-12-07,369.09,307.25,188.38,156.6,51.9692,114.68,67.07,88.12
2020-12-08,370.17,308.29,190.8,157.34,52.055,115.13,67.27,88.79
2020-12-09,366.85,301.31,189.41,156.82,51.27,114.28,66.96,88.69
2020-12-10,366.73,302.52,191.24,158.21,51.3752,113.92,66.7,88.06
2020-12-11,366.3,301.85,190.3,158.77,51.231,113.94,66.82,87.51
2020-12-14,364.66,304.04,189.93,158.33,51.6491,112.9,66.33,86.42
2020-12-15,369.59,307.29,194.68,157.8,52.0724,114.32,67.02,87.36
2020-12-16,370.17,308.98,193.98,157.38,52.4661,114.32,67.0,87.11
2020-12-17,372.24,311.0,196.29,156.8,52.8194,115.18,67.65,87.15
2020-12-18,369.18,310.06,195.34,156.33,52.7826,114.76,67.635,86.09
2020-12-21,367.86,308.92,195.24,156.95,52.4478,114.19,67.08,85.63
2020-12-22,367.24,309.76,197.46,157.76,52.6314,113.94,66.87,84.86
2020-12-23,367.57,308.2,199.14,156.67,52.3485,113.87,66.83,85.66
2020-12-24,369.0,309.56,199.01,157.29,52.4247,114.46,67.11,85.78
2020-12-28,372.17,312.68,198.27,157.36,52.8808,115.31,67.34,85.83
2020-12-29,371.46,312.96,194.43,157.16,52.8283,115.2,67.2,85.71
2020-12-30,371.99,312.97,196.41,157.5,52.7439,115.47,67.29,86.095
2020-12-31,373.88,313.74,196.06,157.73,52.91,116.21,67.88,86.91
2021-01-04,368.79,309.31,193.5,157.54,52.1819,114.36,66.93,86.14
2021-01-05,371.33,311.86,196.49,156.37,52.601,114.82,67.0,87.2
2021-01-06,373.55,307.54,204.53,153.16,51.82,115.35,67.61,89.47
2021-01-07,379.1,314.98,208.17,151.81,52.84,116.65,68.02,90.63
2021-01-08,381.26,319.03,207.72,151.32,53.33,117.22,68.38,90.22
2021-01-11,378.69,314.42,207.54,151.07,52.9784,116.68,68.03,90.84
2021-01-12,378.77,313.92,211.26,150.95,52.7021,116.43,67.61,92.04
2021-01-13,379.79,316.04,209.75,152.65,52.9954,116.47,67.6,92.31
2021-01-14,378.46,314.35,213.94,151.22,52.59,115.81,67.22,93.94
2021-01-15,375.7,311.86,210.75,151.82,52.4088,115.22,67.29,92.75
2021-01-19,378.65,316.41,213.45,152.31,53.0512,116.13,67.64,93.58
2021-01-20,383.89,323.77,214.39,152.46,54.2472,117.32,68.25,94.05
2021-01-21,384.24,326.36,212.53,151.39,54.6347,117.41,67.91,94.4
2021-01-22,382.88,325.42,215.0,151.88,54.706,116.7,67.74,93.01
2021-01-25,384.39,328.11,214.79,153.67,55.0339,117.02,68.24,92.79
2021-01-26,383.79,328.59,213.3,153.38,54.9976,116.78,68.19,92.61
2021-01-27,374.41,319.43,209.39,153.77,53.3777,114.1,66.67,90.66
2021-01-28,377.63,321.32,208.72,152.92,53.6,115.37,66.93,91.14
2021-01-29,370.07,314.56,205.56,152.0,53.0049,112.92,66.03,89.78
2021-02-01,376.23,322.42,210.61,152.0,53.76,114.46,66.67,90.91
2021-02-02,381.55,327.68,213.61,151.02,54.4773,116.19,67.26,91.77
2021-02-03,381.85,326.38,214.25,149.68,54.15,115.97,66.9,92.19
2021-02-04,386.19,330.24,218.62,149.28,54.66,117.37,67.37,93.42
2021-02-05,387.71,331.36,221.65,148.03,54.6661,118.01,67.72,93.71
2021-02-08,390.51,333.58,227.31,148.68,55.0664,118.84,68.03,95.19
2021-02-09,390.25,333.51,228.38,148.79,55.0484,118.76,68.07,95.19
2021-02-10,390.08,332.75,226.88,149.78,55.0894,118.86,67.91,95.21
2021-02-11,390.71,334.58,226.62,148.96,55.3578,119.49,67.94,95.68
2021-02-12,392.64,336.45,227.26,147.11,55.6966,119.8,68.03,96.4
2021-02-16,392.3,335.54,225.83,144.87,55.487,119.47,67.54,96.46
2021-02-17,392.39,333.93,224.06,145.79,55.3095,119.66,67.73,96.63
2021-02-18,390.72,332.47,220.59,145.2,55.0083,119.39,67.8,96.18
2021-02-19,390.03,331.02,225.19,143.27,54.4938,119.01,67.12,97.14
2021-02-22,387.03,322.44,223.73,142.18,53.3774,118.26,66.8,96.91
2021-02-23,387.5,321.48,221.76,141.77,53.1388,118.62,66.91,96.94
2021-02-24,391.77,324.13,227.0,140.84,53.293,119.97,67.25,99.19
2021-02-25,382.33,312.83,218.61,138.54,51.765,117.04,66.43,96.34
2021-02-26,380.36,314.14,218.31,143.12,52.241,116.53,65.78,95.98
2021-03-01,389.58,323.59,226.07,141.06,53.63,119.21,66.9,98.31
2021-03-02,386.54,318.4,221.72,141.07,52.57,118.32,66.67,97.765
2021-03-03,381.42,309.16,219.32,139.54,51.075,116.63,65.88,97.69
2021-03-04,376.7,304.1,213.19,138.64,49.9907,114.99,65.18,96.22
2021-03-05,383.63,308.68,217.71,138.91,50.864,117.71,66.66,98.76
2021-03-08,381.72,299.94,218.74,137.83,49.752,117.54,66.85,99.62
2021-03-09,387.17,311.77,223.34,139.74,51.3336,118.98,67.23,100.04
2021-03-10,389.58,310.88,227.22,140.02,51.2633,119.8,67.65,101.2
2021-03-11,393.53,318.04,232.22,139.01,52.2869,120.8,67.81,101.72
2021-03-12,394.06,315.46,233.59,136.06,52.0044,120.67,68.13,102.83
2021-03-15,396.41,318.83,234.42,136.86,52.4736,121.88,68.61,103.74
2021-03-16,395.91,320.58,230.5,136.31,52.807,121.9,68.73,103.33
2021-03-17,397.26,321.9,232.31,135.29,52.7011,121.91,68.42,104.49
2021-03-18,391.48,312.04,225.24,133.92,51.5353,120.13,67.93,103.34
2021-03-19,389.48,313.14,226.94,134.75,51.9754,119.71,67.78,103.35
2021-03-22,392.59,318.61,225.23,136.26,52.7696,120.78,68.39,103.82
2021-03-23,389.5,317.22,217.06,137.49,52.3222,119.97,68.32,101.27
2021-03-24,387.52,311.87,212.04,138.23,51.4335,119.5,68.18,100.35
2021-03-25,389.7,311.33,216.66,137.14,51.3877,119.47,68.34,101.15
2021-03-26,395.98,316.0,220.61,136.66,52.1749,122.01,69.5,102.96
2021-03-29,395.78,315.91,214.4,135.5,52.071,122.16,69.88,102.17
2021-03-30,394.73,314.32,218.01,136.21,51.9157,121.46,69.27,102.76
2021-03-31,396.33,319.13,220.94,135.45,53.026,121.78,69.19,102.46
2021-04-01,400.61,324.57,223.74,137.51,53.7258,123.09,69.72,103.51
2021-04-05,406.36,331.05,224.97,136.91,54.7692,124.61,70.54,104.88
2021-04-06,406.12,330.82,224.31,137.84,54.6431,124.59,70.52,104.67
2021-04-07,406.59,331.62,220.69,136.88,54.6727,124.55,70.36,104.52
2021-04-08,408.52,335.08,222.56,138.01,55.2767,125.05,70.49,104.42
2021-04-09,411.49,337.11,222.59,137.51,55.83,126.04,70.77,105.0
2021-04-12,411.64,336.67,221.72,137.45,56.0193,125.88,70.85,104.59
2021-04-13,412.86,340.6,221.14,138.48,56.9433,125.91,71.07,103.77
2021-04-14,411.45,336.51,223.32,138.04,56.1044,125.61,70.99,103.97
2021-04-15,415.87,341.61,224.29,140.35,57.1167,126.99,71.81,104.45
2021-04-16,417.26,342.01,224.65,139.26,57.1289,127.585,72.2,104.88
2021-04-19,415.21,338.88,221.73,138.86,56.4108,127.03,71.98,104.18
2021-04-20,412.17,336.41,217.19,139.5,55.9613,126.21,72.19,102.81
2021-04-21,416.07,339.29,222.5,139.78,56.5519,127.4,72.5,104.53
2021-04-22,412.27,335.2,221.58,140.39,55.8376,126.46,72.1,103.55
2021-04-23,416.74,339.42,225.76,140.06,56.6646,127.56,72.43,104.28
2021-04-26,417.61,341.63,228.11,139.86,57.0916,127.54,72.09,104.56
2021-04-27,417.52,340.15,228.45,138.64,56.8872,127.44,71.92,104.75
2021-04-28,417.4,339.0,228.84,138.73,56.4597,127.38,71.73,104.53
2021-04-29,420.06,340.22,227.99,138.32,56.1984,128.57,72.09,105.2
2021-04-30,417.3,337.99,224.89,138.64,55.87,127.63,71.95,104.28
2021-05-03,418.2,336.19,225.99,138.52,55.58,128.24,72.39,105.13
2021-05-04,415.62,330.14,223.29,139.46,54.68,127.66,72.1,104.95
2021-05-05,415.75,329.03,222.4,139.69,54.7504,127.58,72.04,105.75
2021-05-06,419.07,331.51,222.59,139.92,55.1368,128.54,72.6,106.84
2021-05-07,422.12,334.2,225.39,139.23,55.6,129.53,72.92,107.86
2021-05-10,417.94,325.76,219.66,137.82,54.2986,128.36,73.03,107.12
2021-05-11,414.21,325.31,218.96,137.04,54.25,127.26,72.32,105.73
2021-05-12,405.41,316.89,211.85,135.6,52.5595,124.45,71.13,103.04
2021-05-13,410.28,319.34,215.75,135.81,52.9801,126.2,72.04,104.79
2021-05-14,416.58,326.39,221.02,137.08,54.0499,127.97,72.64,106.35
2021-05-17,415.52,324.41,221.32,136.79,53.6689,127.4,72.35,106.58
2021-05-18,411.94,322.22,219.64,136.44,53.3803,126.35,72.03,105.23
2021-05-19,410.86,322.59,217.95,136.11,53.33,126.17,71.73,104.93
2021-05-20,415.28,328.83,219.4,137.23,54.2492,127.62,72.58,105.76
2021-05-21,414.94,327.01,219.97,137.67,54.0651,127.43,72.47,106.21
2021-05-24,419.17,332.51,221.4,138.18,54.9518,128.64,72.71,106.88
2021-05-25,418.24,332.97,219.26,139.46,54.9675,128.47,72.41,105.95
2021-05-26,419.07,334.13,223.35,139.22,55.1564,128.71,72.36,106.51
2021-05-27,419.29,332.88,225.65,138.655,55.33,128.77,72.32,107.505
2021-05-28,420.04,333.93,225.5,138.44,55.43,128.92,72.58,107.25
2021-06-01,419.67,332.82,228.06,138.21,55.055,128.66,72.15,107.67
2021-06-02,420.33,333.47,228.33,138.53,55.0472,129.24,72.39,108.03
2021-06-03,418.77,330.0,226.42,138.01,54.5628,128.87,72.36,108.08
2021-06-04,422.6,335.6,227.4,139.9,55.34,130.19,72.91,108.72
2021-06-07,422.19,336.6,230.45,139.47,55.5142,130.26,72.86,108.46
2021-06-08,422.28,336.76,232.89,140.45,55.48,130.14,72.77,108.33
2021-06-09,421.65,336.84,231.34,141.69,55.4457,129.89,72.92,107.7
2021-06-10,423.61,340.35,229.28,142.54,55.9872,130.26,73.32,107.1
2021-06-11,424.31,341.24,231.7,142.31,56.1605,130.52,73.23,107.45
2021-06-14,425.26,344.51,231.02,141.22,56.66,130.79,73.35,106.63
2021-06-15,424.48,342.26,230.36,141.05,56.1993,130.45,73.08,106.85
2021-06-16,422.11,341.01,229.87,140.93,56.19,129.4,72.5,105.82
2021-06-17,421.97,345.34,227.29,143.04,56.9333,129.62,72.68,104.28
2021-06-18,414.92,342.63,222.13,145.73,56.62,127.94,71.84,102.28
2021-06-21,420.86,344.36,226.88,143.29,56.8792,129.74,72.76,104.07
2021-06-22,423.11,347.57,227.91,143.64,57.4911,130.55,72.98,104.07
2021-06-23,422.6,347.74,228.66,143.27,57.7989,130.15,72.61,103.94
2021-06-24,425.1,349.89,231.89,143.5,58.2921,130.98,73.08,104.82
2021-06-25,426.61,349.46,232.28,142.01,58.23,132.21,73.56,105.3
2021-06-28,427.47,353.71,230.44,143.47,59.0366,132.8,73.7,105.1
2021-06-29,427.7,354.99,229.34,143.71,59.3338,133.01,73.67,104.73
2021-06-30,428.06,354.43,229.37,144.35,59.3386,132.87,73.61,105.06
2021-07-01,430.43,354.57,231.39,144.17,59.2834,133.67,74.06,105.42
2021-07-02,433.72,358.64,229.19,145.04,59.98,134.86,74.52,105.39
2021-07-06,432.93,360.19,225.86,146.74,60.1726,134.53,74.51,103.96
2021-07-07,434.46,360.95,223.76,148.04,60.34,135.2,74.96,103.96
2021-07-08,430.92,358.77,221.7,148.62,59.8479,134.09,74.47,102.82
2021-07-09,435.52,361.01,226.38,146.53,60.3954,135.27,74.99,104.6
2021-07-12,437.08,362.42,226.57,146.34,60.77,135.68,75.01,105.08
2021-07-13,435.59,362.42,222.3,145.22,60.5424,135.43,74.85,104.06
2021-07-14,436.24,363.07,218.87,146.87,60.4475,135.56,75.12,104.03
2021-07-15,434.75,360.52,217.63,148.49,59.9469,135.05,75.19,103.56
2021-07-16,431.34,357.6,214.95,148.21,59.3287,134.29,75.28,102.26
2021-07-19,424.97,354.67,211.73,151.46,58.9602,132.58,74.58,100.57
2021-07-20,431.06,358.79,218.3,150.0,59.84,134.31,75.19,102.54
2021-07-21,434.55,361.56,222.06,148.1,60.1683,135.31,75.23,103.8
2021-07-22,435.46,363.95,218.53,149.5,60.5848,135.61,75.47,103.15
2021-07-23,439.94,368.2,219.55,148.5,61.2,137.53,76.25,103.34
2021-07-26,441.02,368.49,220.19,148.06,61.133,137.6,76.11,103.97
2021-07-27,439.01,364.43,217.62,149.64,60.48,137.05,76.23,103.52
2021-07-28,438.83,365.83,220.82,149.65,60.6838,137.09,76.05,103.63
2021-07-29,440.65,366.48,222.52,148.82,61.139,137.73,76.23,104.89
2021-07-30,438.51,364.57,221.05,149.52,60.6607,137.36,76.22,104.33
2021-08-02,437.59,364.6,219.95,150.67,60.84,137.14,76.09,104.21
2021-08-03,441.15,366.81,220.86,150.75,61.4,138.16,76.56,105.45
2021-08-04,438.98,367.34,218.11,151.06,61.35,137.95,76.26,103.83
2021-08-05,441.76,369.67,222.03,150.29,61.736,138.85,76.52,104.33
2021-08-06,442.49,368.05,223.39,147.78,61.4,138.86,76.48,105.12
2021-08-09,442.13,368.73,222.16,147.25,61.4483,138.72,76.56,104.89
2021-08-10,442.68,366.84,222.6,146.57,61.1765,138.76,76.49,105.6
2021-08-11,443.78,366.21,223.69,146.48,61.1623,138.93,76.6,106.33
2021-08-12,445.11,367.53,223.16,146.24,61.4735,139.06,76.77,105.85
2021-08-13,445.92,368.82,221.13,148.55,61.71,139.61,77.09,105.78
2021-08-16,446.97,368.98,219.07,148.91,61.76,140.44,77.49,105.72
2021-08-17,444.04,365.73,216.4,148.85,60.91,139.26,77.57,104.84
2021-08-18,439.18,362.21,214.51,149.35,60.34,137.6,76.68,103.75
2021-08-19,439.86,363.96,211.94,150.45,60.7175,138.19,77.02,102.9
2021-08-20,443.36,367.73,215.52,150.55,61.459,139.55,77.59,103.48
2021-08-23,447.26,373.23,219.62,150.45,62.25,140.42,77.75,104.36
2021-08-24,447.97,374.37,221.78,149.28,62.32,140.51,77.5,104.97
2021-08-25,448.91,374.8,222.56,148.04,62.537,140.74,77.49,105.47
2021-08-26,446.26,372.42,220.2,148.45,62.1,139.79,77.12,104.46
2021-08-27,450.25,376.04,226.41,149.46,62.7737,141.2,77.46,105.53
2021-08-30,452.23,380.26,225.48,149.85,63.5924,141.78,77.74,105.05
2021-08-31,451.56,379.95,225.92,148.83,63.4468,141.25,77.65,105.13
2021-09-01,451.8,380.58,227.44,148.89,63.38,141.33,77.94,104.48
2021-09-02,453.19,380.4,229.02,149.54,63.54,141.4,78.28,105.34
2021-09-03,453.08,381.57,227.96,148.18,63.8583,141.39,78.26,104.8
2021-09-07,451.46,382.11,226.39,146.93,63.8694,140.28,77.42,104.06
2021-09-08,450.91,380.78,223.92,147.93,63.5949,140.07,77.8,103.73
2021-09-09,448.98,379.47,223.81,149.72,63.1932,139.54,77.28,103.37
2021-09-10,445.44,376.59,221.62,148.4,62.8553,138.82,76.86,102.67
2021-09-13,446.58,376.33,222.88,149.3,62.595,138.68,76.65,103.79
2021-09-14,444.17,375.26,220.04,151.11,62.509,138.05,76.32,102.59
2021-09-15,447.88,378.05,222.03,150.58,63.05,138.92,76.69,103.92
2021-09-16,447.17,378.31,222.19,149.89,63.0579,138.705,76.49,103.63
2021-09-17,441.4,373.83,222.48,149.17,62.541,137.23,75.89,103.0
2021-09-20,434.04,365.7,217.19,151.02,61.25,135.03,75.17,101.07
2021-09-21,433.63,366.15,217.52,150.89,61.3423,134.92,75.13,100.55
2021-09-22,437.86,369.57,220.9,151.79,62.1542,135.81,75.5,101.59
2021-09-23,443.18,372.98,224.81,148.36,63.2874,137.21,76.02,102.99
2021-09-24,443.91,373.33,223.05,146.91,63.06,136.77,75.67,102.37
2021-09-27,442.64,370.35,226.44,146.37,63.0045,135.92,74.93,103.46
2021-09-28,433.72,359.87,221.29,144.09,61.5273,133.02,73.78,102.25
2021-09-29,434.45,359.28,220.82,144.34,61.2,133.2,74.24,102.33
2021-09-30,429.14,357.96,218.75,144.32,60.4083,131.73,73.5,100.7
2021-10-01,434.24,360.18,222.28,145.35,61.069,133.07,73.91,101.61
2021-10-04,428.64,352.62,220.26,144.98,60.2396,130.89,73.28,101.38
2021-10-05,433.1,357.38,221.02,143.58,61.1203,132.43,73.73,102.14
2021-10-06,434.9,359.67,219.87,144.39,60.9503,132.83,74.07,101.77
2021-10-07,438.66,362.97,223.26,142.88,61.6962,134.11,74.73,102.92
2021-10-08,437.86,361.16,221.58,141.88,61.6489,133.98,74.42,102.9
2021-10-11,434.69,358.39,220.31,141.52,61.2006,133.18,74.03,102.19
2021-10-12,433.62,357.14,221.52,143.94,61.0885,132.89,74.05,101.64
2021-10-13,435.18,360.0,222.57,145.34,61.3401,133.88,74.5,101.61
2021-10-14,442.5,366.63,225.87,145.88,62.4439,136.3,75.59,103.42
2021-10-15,445.87,368.94,225.16,145.03,62.9759,137.06,75.71,103.96
2021-10-18,447.19,372.65,225.03,145.71,63.41,137.82,75.82,103.69
2021-10-19,450.64,375.47,225.87,143.7,63.6594,139.0,76.43,104.3
2021-10-20,452.41,374.98,227.37,142.73,63.77,139.46,76.85,105.37
2021-10-21,453.59,377.27,227.95,142.56,63.9584,140.19,77.21,105.0
2021-10-22,453.12,374.1,227.41,144.13,63.9277,140.14,77.52,104.32
2021-10-25,455.55,377.93,229.57,143.91,64.2034,140.9,77.62,104.5
2021-10-26,455.96,379.12,227.84,145.1,64.213,140.52,77.61,103.82
2021-10-27,453.94,380.0,223.65,147.74,64.0,139.49,76.8,102.16
2021-10-28,458.32,384.22,228.11,147.24,64.6346,140.8,77.3,103.43
2021-10-29,459.25,386.11,228.05,147.69,64.86,141.89,77.55,103.2
2021-11-01,460.04,387.43,233.96,146.44,64.603,141.61,77.46,104.48
2021-11-02,461.9,389.05,234.45,147.09,65.1278,142.42,77.87,104.74
2021-11-03,464.72,393.18,238.64,145.57,65.2787,143.1,78.07,105.75
2021-11-04,466.91,398.22,238.55,147.1,65.0944,144.71,78.17,105.6
2021-11-05,468.53,398.6,241.81,149.3,65.1553,144.8,77.78,106.57
2021-11-08,468.93,398.06,242.56,149.02,65.4501,144.98,77.85,106.96
2021-11-09,467.38,395.32,241.15,150.96,65.3505,145.09,77.8,106.83
2021-11-10,463.62,389.51,237.35,148.2,64.6238,143.69,77.78,106.46
2021-11-11,463.77,390.59,239.26,147.98,64.8099,143.91,77.67,107.19
2021-11-12,467.27,394.7,239.5,147.33,65.505,145.44,78.16,107.63
2021-11-15,467.43,394.61,238.55,145.48,65.3749,145.5,78.21,107.62
2021-11-16,469.28,397.42,238.99,145.11,65.5881,146.09,78.44,107.25
2021-11-17,468.14,397.63,235.86,146.26,65.2391,144.92,78.19,106.66
2021-11-18,469.73,401.75,234.86,146.81,65.2863,145.1,78.01,106.07
2021-11-19,468.89,403.99,232.72,148.36,65.0754,145.43,77.92,105.18
2021-11-22,467.57,399.3,231.73,146.62,65.1824,144.32,77.62,106.36
