date,nav,total_equity,cash,n_pos,spy,qqq,ret_total,ret_spy,ret_qqq,alpha_spy,alpha_qqq
2026-08-24,19912.9,96717.74,60000.19,10,776.34,731.07,-0.4355,0.0,0.0,-0.4355,-0.4355
